VirusGENBANKaccession,Virus GENBANK accession,Virus name(s),Host source,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species
KY848691,KY848691,tomato leaf curl Virudhunagar alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Clecrusatellite,,Clecrusatellite solanumvirudhunagarense
FN658716,FN658716,bhendi yellow vein alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite abelmoschusvenae
JX913532,JX913532,Ageratum enation alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite agerati
KF785752,KF785752,Ageratum yellow vein China alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite ageravenachinaense
AJ238493,AJ238493,Ageratum yellow vein alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite ageravenae
JX570736,JX570736,Ageratum yellow vein India alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite ageravenaindiaense
KF471043,KF471043,chilli leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite capsici
AJ512960,AJ512960,cotton leaf curl Egypt alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite gossypiaegyptense
EU589450,EU589450,cotton leaf curl Gezira alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite gossypigeziraense
HQ343234,HQ343234,cotton leaf curl Lucknow alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite gossypilucknowense
AJ132344,AJ132344,cotton leaf curl Multan colecusatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite gossypimultanense
EU384623,EU384623,Gossypium darwinii symptomless alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite gossypiumdarwinii
JX569789,JX569789,sunflower leaf curl Karnataka alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite helianthuskarnatakaense
AM236765,AM236765,Malvastrum yellow mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite malvastri
FN675297,FN675297,Malvastrum yellow mosaic Cameroon satellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite malvastrumcameroonense
HE984148,HE984148,cassava mosaic Madagascar alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite manihotismadagascarense
HQ407396,HQ407396,tobacco curly shoot alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite nicotianae
KX168428,KX168428,Pedilanthus leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite pedilanthi
FR772088,FR772088,Sida leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite sidaprimi
KX513861,KX513861,Sida leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite sidasecundi
DQ641718,DQ641718,Sida yellow vein Vietnam alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite sidavietnamense
FN675299,FN675299,tomato leaf curl Buea alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumbueaense
FN675296,FN675296,tomato leaf curl Cameroon alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumcameroonense
AM749493,AM749493,tomato yellow leaf curl China alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumflavuschinaense
AJ579359,AJ579359,tomato yellow leaf curl Thailand alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumflavusthailandense
KX759649,KX759649,tomato yellow leaf curl Yunnan alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumflavusyunnanense
KY420167,KY420167,tomato leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite solanumpakistanense
KJ939346,KJ939346,Synedrella leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Colecusatellite,,Colecusatellite synedrellae
JX458742,JX458742,dragonfly associated alphasatellite,invertebrates,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Draflysatellite,,Draflysatellite libellulae
HF546575,HF546575,okra enation leaf curl alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite abelmoschi
FN675285,FN675285,okra yellow crinkle Cameroon alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite abelmoschuscameroonense
FR772086,FR772086,hollyhock yellow vein alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite alceae
KX938425,KX938425,eclipta yellow vein alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite ecliptae
MN614472,MN614472,Cotton leaf curl Gezira alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite gossypicameroonense
EU384656,EU384656,Gossypium mustelinum symptomless alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite gossypiummustelini
JX183090,JX183090,mesta yellow vein mosaic alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite mestae
KC959931,KC959931,Vernonia yellow vein Fujian alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Gosmusatellite,,Gosmusatellite vernoniafujianense
MN901968,MN901968,Sorghum mastrevirus associated alphasatellite,invertebrates,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Somasatellite,,Somasatellite sorghi
KT099172,KT099172,whitefly associated Guatemala alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Geminialphasatellitinae,Whiflysatellite,,Whiflysatellite guatemalaense
AB000922,AB000922,milk vetch dwarf alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Clostunsatellite,,Clostunsatellite astragali
KC979052,KC979052,pea necrotic yellow dwarf alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Clostunsatellite,,Clostunsatellite pisi
KX534398,KX534398,Sophora yellow stunt alphasatellite 5,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Clostunsatellite,,Clostunsatellite sophokerman
KX534409,KX534409,Sophora yellow stunt alphasatellite 4,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Clostunsatellite,,Clostunsatellite sophorae
U16735,U16735,subterranean clover stunt alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Clostunsatellite,,Clostunsatellite trifolii
AJ005966,AJ005966,faba bean necrotic yellows alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Fabenesatellite,,Fabenesatellite fabae
AB009047,AB009047,milk vetch dwarf alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Milvetsatellite,,Milvetsatellite japastra
AB000920,AB000920,milk vetch dwarf alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite astragali
KC979051,KC979051,pea necrotic yellow dwarf alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite erbse
KC978990,KC978990,faba bean necrotic stunt alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite fabazerbai
MK039142,MK039142,Parsley severe stunt alphasatellite 4,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite petrocremlingense
MK039141,MK039141,Parsley severe stunt alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite petroselini
MN059431,MN059431,Milk vetch dwarf C1 alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite sinastra
KX534408,KX534408,Sophora yellow stunt alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Mivedwarsatellite,,Mivedwarsatellite sophalope
KX534400,KX534400,Sophora yellow stunt alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Sophoyesatellite,,Sophoyesatellite sophira
MF535455,MF535455,cow vetch latent virus alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Sophoyesatellite,,Sophoyesatellite vicraccae
KX534399,KX534399,sophora yellow stunt alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Subclovsatellite,,Subclovsatellite bitbea
X80879,X80879,faba bean necrotic yellows alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Subclovsatellite,,Subclovsatellite fababea
U16731,U16731,subterranean clover stunt alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Subclovsatellite,,Subclovsatellite trisubterrae
MF510471,MF510471,faba bean necrotic yellows virus associated alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Nanoalphasatellitinae,Subclovsatellite,,Subclovsatellite tunisifabae
L32167,L32167,banana bunchy top alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Babusatellite,,Babusatellite musae
M29963,M29963,coconut foliar decay alphasatellite 1,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Cocosatellite,,Cocosatellite cocos
MF926429,MF926429,coconut foliar decay alphasatellite 4,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Cocosatellite,,Cocosatellite kelapa
MF926426,MF926426,coconut foliar decay alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Cocosatellite,,Cocosatellite niadamu
MF926430,MF926430,coconut foliar decay alphasatellite 5,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Cocosatellite,,Cocosatellite popo
MF926432,MF926432,coconut foliar decay alphasatellite 7,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Coprasatellite,,Coprasatellite niu
MF926427,MF926427,coconut foliar decay alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Kobbarisatellite,,Kobbarisatellite kokonas
KF435148,KF435148,cardamom bushy dwarf alphasatellite,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Muscarsatellite,,Muscarsatellite cardamomi
HQ616080,HQ616080,banana bunchy top alphasatellite 3,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Muscarsatellite,,Muscarsatellite haikoumusa
AF416471,AF416471,banana bunchy top alphasatellite 2,plants,,,,,,,,,,,Alphasatellitidae,Petromoalphasatellitinae,Muscarsatellite,,Muscarsatellite vietmusa
KP282674,KP282674,Acidianus bottle-shaped virus 3 strain ABV3,archaea,,,,,,,,,,,Ampullaviridae,,Bottigliavirus,,Bottigliavirus krisuvikense
EF432053,EF432053,Acidianus bottle-shaped virus,archaea,,,,,,,,,,,Ampullaviridae,,Bottigliavirus,,Bottigliavirus pozzuoliense
KP282673,KP282673,Acidianus bottle-shaped virus 2 strain ABV2,archaea,,,,,,,,,,,Ampullaviridae,,Bottigliavirus,,Bottigliavirus puteoliense
HQ335082,HQ335082,mosquito VEM Anellovirus SDBVL,vertebrates,,,,,,,,,,,Anelloviridae,,Aleptorquevirus,,Aleptorquevirus culic1
MN994854,MN994854,Lepus torque teno virus 1,vertebrates,,,,,,,,,,,Anelloviridae,,Aleptorquevirus,,Aleptorquevirus lepor1
KP296857,KP296857,simian torque teno virus 30,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco1
KP296856,KP296856,simian torque teno virus 34,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco2
KP296853,KP296853,simian torque teno virus 31,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco3
KP296854,KP296854,simian torque teno virus 32,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco5
AB041958,AB041958,torque teno virus 26,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco6
AB041959,AB041959,torque teno virus 25,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus cerco7
AB041007,AB041007,torque teno virus 1,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin1
AB049608,AB049608,torque teno virus 2,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin2
AY666122,AY666122,torque teno virus 3,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin3
AB041957,AB041957,torque teno virus 4,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin4
AF345523,AF345523,torque teno virus 5,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin5
AF435014,AF435014,torque teno virus 6,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin6
AF261761,AF261761,torque teno virus 7,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin7
DQ187006,DQ187006,torque teno virus 9,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin9
AB064607,AB064607,torque teno virus 10,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin10
AF345526,AF345526,torque teno virus 13,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin13
AB037926,AB037926,torque teno virus 14,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin14
AB028668,AB028668,torque teno virus 15,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin15
AX025830,AX025830,torque teno virus 17,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin17
AX025718,AX025718,torque teno virus 18,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin18
AB025946,AB025946,torque teno virus 19,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin19
AB060594,AB060594,torque teno virus 20,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin20
AF348409,AF348409,torque teno virus 21,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin21
AB060597,AB060597,torque teno virus 24,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin24
AB038621,AB038621,torque teno virus 29,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin29
KJ082064,KJ082064,torque teno virus,vertebrates,,,,,,,,,,,Anelloviridae,,Alphatorquevirus,,Alphatorquevirus homin31
AB026931,AB026931,torque teno mini virus 1,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini1
AB038629,AB038629,torque teno mini virus 2,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini2
AB038630,AB038630,torque teno mini virus 3,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini3
AB041963,AB041963,torque teno mini virus 4,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini4
AB041962,AB041962,torque teno mini virus 5,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini5
AB026929,AB026929,torque teno mini virus 6,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini6
AB038627,AB038627,torque teno mini virus 7,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini7
AF291073,AF291073,torque teno mini virus 8,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini8
AB038625,AB038625,torque teno mini virus 9,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini9
EF538880,EF538880,torque teno mini virus 10,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini10
EF538881,EF538881,torque teno mini virus 11,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini11
EF538882,EF538882,torque teno mini virus 12,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini12
KY856742,KY856742,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini13
MH017546,MH017546,torque teno mini virus 10,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini14
JX134044,JX134044,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini15
KM259874,KM259874,torque teno mini virus ALH8,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini16
MH648907,MH648907,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini17
KF764701,KF764701,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini18
JX134046,JX134046,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini19
MH648989,MH648989,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini20
MH648910,MH648910,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini21
MK212031,MK212031,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini22
KX810063,KX810063,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini23
MH649141,MH649141,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini24
MH648986,MH648986,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini25
KY462770,KY462770,torque teno mini virus SHA,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini26
KM259873,KM259873,torque teno mini virus ALA22,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini27
MH017563,MH017563,torque teno mini virus 10,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini28
KX810064,KX810064,TTV-like mini virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini29
MH648912,MH648912,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini30
MH649017,MH649017,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini31
KU041847,KU041847,torque teno mini virus 18,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini32
MH649029,MH649029,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini33
MH649114,MH649114,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini34
MH648966,MH648966,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini35
LC381845,LC381845,torque teno virus,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini36
MH649209,MH649209,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini37
MH648982,MH648982,Anelloviridae sp.,vertebrates,,,,,,,,,,,Anelloviridae,,Betatorquevirus,,Betatorquevirus homini38
MF187212,MF187212,torque teno indri virus 1,vertebrates,,,,,,,,,,,Anelloviridae,,Chitorquevirus,,Chitorquevirus indri1
MF327539,MF327539,giant panda anellovirus,vertebrates,,,,,,,,,,,Anelloviridae,,Dalettorquevirus,,Dalettorquevirus ursid6
AB057358,AB057358,torque teno tupaia virus,vertebrates,,,,,,,,,,,Anelloviridae,,Deltatorquevirus,,Deltatorquevirus tupai1
AB041960,AB041960,torque teno tamarin virus,vertebrates,,,,,,,,,,,Anelloviridae,,Epsilontorquevirus,,Epsilontorquevirus calli1
AB076003,AB076003,torque teno felis virus,vertebrates,,,,,,,,,,,Anelloviridae,,Etatorquevirus,,Etatorquevirus felid1
EF538877,EF538877,torque teno felis virus 2,vertebrates,,,,,,,,,,,Anelloviridae,,Etatorquevirus,,Etatorquevirus felid2
MK069470,MK069470,torque teno ocelot virus,vertebrates,,,,,,,,,,,Anelloviridae,,Etatorquevirus,,Etatorquevirus felid3
